#chan	code	gain	vt50	innse	comment
   0	     4	78.9	77.6	3939	inefficient
   1	     4	74.5	77.0	3913	inefficient
   2	     4	67.2	69.7	4167	inefficient
   3	     4	84.3	84.4	3642	inefficient
   4	     4	80.4	82.1	3695	inefficient
   5	     4	61.1	56.2	4480	inefficient
   6	     4	75.7	78.4	3821	inefficient
   7	     4	73.7	75.1	3904	inefficient
   8	     4	88.5	89.4	3452	inefficient
   9	     4	70.0	73.1	3964	inefficient
  10	     4	75.6	79.5	3776	inefficient
  11	     4	76.8	77.4	3720	inefficient
  12	     4	72.7	71.6	3961	inefficient
  13	     4	71.3	70.9	4035	inefficient
  14	     4	69.6	73.2	4069	inefficient
  15	     4	63.8	63.7	4369	inefficient
  16	     4	71.4	73.0	3977	inefficient
  17	     4	82.6	94.3	3472	inefficient
  18	     4	82.8	86.6	3632	inefficient
  19	     4	86.3	95.5	3406	inefficient
  20	     4	90.9	107.7	3204	inefficient
  21	     4	75.4	74.3	3937	inefficient
  22	     4	85.1	91.3	3547	inefficient
  23	     4	70.0	69.5	4125	inefficient
  24	     4	80.8	84.4	3691	inefficient
  25	     4	88.8	95.5	3468	inefficient
  26	     4	80.7	84.7	3752	inefficient
  27	     4	77.4	79.2	3859	inefficient
  28	     4	71.8	76.8	3935	inefficient
  29	     4	66.6	68.2	4247	inefficient
  30	     4	71.1	74.2	3973	inefficient
  31	     4	86.8	98.8	3398	inefficient
  32	     4	72.6	76.0	3924	inefficient
  33	     4	83.6	91.6	3520	inefficient
  34	     4	72.7	72.7	4049	inefficient
  35	     4	77.7	81.8	3798	inefficient
  36	     4	63.4	63.6	4428	inefficient
  37	     4	69.7	72.3	4145	inefficient
  38	     4	72.8	77.3	3906	inefficient
  39	     4	79.2	80.6	3816	inefficient
  40	     4	77.6	74.9	3967	inefficient
  41	     4	89.7	112.4	3205	inefficient
  42	     4	73.2	75.6	3991	inefficient
  43	     4	64.6	63.8	4375	inefficient
  44	     4	67.3	69.0	4176	inefficient
  45	     4	76.4	78.0	3934	inefficient
  46	     4	67.8	67.9	4189	inefficient
  47	     4	68.9	68.7	4142	inefficient
  48	     4	68.1	69.0	4172	inefficient
