#chan	code	gain	vt50	innse	comment
   0	     4	74.7	102.2	3949	inefficient
   1	     4	70.6	104.2	3570	inefficient
   2	     4	65.7	77.7	3998	inefficient
   3	     4	73.3	113.9	3401	inefficient
   4	     4	71.7	110.6	3491	inefficient
   5	     4	67.4	63.3	3940	inefficient
   6	     4	69.6	97.3	3679	inefficient
   7	     4	69.6	100.4	3617	inefficient
   8	     4	73.6	114.7	3389	inefficient
   9	     4	68.7	99.1	3712	inefficient
  10	     4	69.0	106.2	3410	inefficient
  11	     4	71.4	103.6	3550	inefficient
  12	     4	69.7	89.0	3835	inefficient
  13	     4	70.2	92.4	3720	inefficient
  14	     4	66.6	84.7	3832	inefficient
  15	     4	66.9	73.7	3887	inefficient
  16	     4	67.7	87.3	3776	inefficient
  17	     4	69.7	121.1	3200	inefficient
  18	     4	71.6	115.6	3275	inefficient
  19	     4	71.0	119.9	3273	inefficient
  20	     4	69.7	93.0	3791	inefficient
  21	     4	71.0	97.6	3755	inefficient
  22	     4	71.3	113.3	3460	inefficient
  23	     4	68.7	87.0	3814	inefficient
  24	     4	72.2	110.3	3450	inefficient
  25	     4	72.8	119.7	3291	inefficient
  26	     4	72.2	112.6	3462	inefficient
  27	     4	70.5	105.3	3593	inefficient
  28	     4	67.8	102.7	3610	inefficient
  29	     4	66.9	87.8	3946	inefficient
  30	     4	66.8	87.8	3876	inefficient
  31	     4	71.0	120.9	3159	inefficient
  32	     4	67.9	90.2	3804	inefficient
  33	     4	70.9	122.6	3125	inefficient
  34	     4	69.8	87.8	3854	inefficient
  35	     4	70.4	104.8	3589	inefficient
  36	     4	67.9	83.7	3873	inefficient
  37	     4	67.9	94.7	3769	inefficient
  38	     4	64.4	61.2	3878	inefficient
  39	     4	71.0	101.7	3704	inefficient
  40	     4	71.4	87.9	3926	inefficient
  41	     4	71.3	130.6	3027	inefficient
  42	     4	70.1	103.0	3666	inefficient
  43	     4	68.5	90.5	3773	inefficient
  44	     4	67.7	92.2	3768	inefficient
  45	     4	70.6	105.4	3697	inefficient
  46	     4	69.0	92.4	3750	inefficient
  47	     4	67.1	75.2	3892	inefficient
  48	     4	68.7	93.4	3775	inefficient
  49	     4	65.5	72.9	4095	inefficient
  50	     4	67.0	72.4	4069	inefficient
  51	     4	69.9	100.2	3794	inefficient
  52	     4	68.4	104.8	3617	inefficient
  53	     4	69.3	80.4	3916	inefficient
  54	     4	69.2	90.2	3871	inefficient
  55	     4	73.7	133.9	3104	inefficient
  56	     4	68.3	106.6	3590	inefficient
  57	     4	70.7	97.5	3827	inefficient
  58	     4	68.0	101.9	3706	inefficient
  59	     4	65.1	80.1	3962	inefficient
  60	     4	69.5	93.0	3803	inefficient
  61	     4	68.5	88.0	3803	inefficient
  62	 80000	70.5	111.4	3500	very high noise
  63	     4	67.2	80.5	3961	inefficient
  64	     4	72.0	106.4	3673	inefficient
  65	     4	68.7	96.9	3860	inefficient
  66	     4	73.4	120.6	3380	inefficient
  67	     4	68.1	86.8	3913	inefficient
  68	     4	68.5	92.4	3707	inefficient
  69	     4	67.5	106.6	3527	inefficient
  70	     4	70.6	104.8	3594	inefficient
  71	     4	67.5	93.1	3791	inefficient
  72	     4	69.2	113.6	3397	inefficient
  73	     4	68.8	111.1	3461	inefficient
  74	     4	69.4	86.2	3842	inefficient
  75	     4	67.6	87.9	3887	inefficient
  76	     4	69.4	117.8	3290	inefficient
  77	     4	68.2	92.5	3689	inefficient
  78	     4	67.6	85.9	3920	inefficient
  79	     4	68.2	86.4	3827	inefficient
  80	     4	69.8	107.3	3604	inefficient
  81	     4	67.6	94.0	3824	inefficient
  82	     4	63.4	77.5	3937	inefficient
  83	     4	69.6	93.5	3791	inefficient
  84	     4	64.7	74.1	3961	inefficient
  85	     4	65.8	76.7	3955	inefficient
  86	     4	65.2	68.8	3961	inefficient
  87	     4	69.0	97.2	3727	inefficient
  88	     4	72.0	115.0	3519	inefficient
  89	     4	68.2	98.2	3782	inefficient
  90	     4	67.5	96.8	3714	inefficient
  91	     4	68.1	87.1	3933	inefficient
  92	     4	67.3	88.4	3867	inefficient
  93	     4	69.5	109.4	3596	inefficient
  94	     4	68.2	100.1	3712	inefficient
  95	     4	67.7	86.9	3894	inefficient
  96	     4	68.0	97.4	3734	inefficient
  97	     4	66.5	94.9	3861	inefficient
  98	     4	65.4	78.2	3990	inefficient
  99	     4	66.7	81.0	3933	inefficient
 100	     4	65.9	73.8	3968	inefficient
 101	     4	69.4	99.2	3752	inefficient
 102	     4	67.1	67.9	4011	inefficient
 103	     4	69.2	102.8	3693	inefficient
 104	     4	72.5	118.8	3329	inefficient
 105	     4	70.2	92.3	3881	inefficient
 106	     4	71.5	102.5	3764	inefficient
 107	     4	70.7	119.8	3306	inefficient
 108	     4	68.4	80.3	3896	inefficient
 109	     4	68.3	89.2	3885	inefficient
 110	     4	69.9	102.7	3686	inefficient
 111	     4	62.9	71.3	3959	inefficient
 112	     4	65.9	78.1	4053	inefficient
 113	     4	68.0	113.1	3502	inefficient
 114	     4	70.5	122.4	3288	inefficient
 115	     4	68.8	122.4	3196	inefficient
 116	     4	69.2	98.9	3778	inefficient
 117	     4	71.0	118.3	3367	inefficient
 118	     4	66.5	83.8	3829	inefficient
 119	     4	67.8	90.8	3881	inefficient
 120	     4	71.4	128.7	3204	inefficient
 121	     4	70.1	108.0	3576	inefficient
 122	     4	69.6	102.5	3669	inefficient
 123	     4	71.5	127.8	3179	inefficient
 124	     4	70.1	101.9	3750	inefficient
 125	     4	68.5	105.5	3634	inefficient
 126	     4	68.3	107.6	3630	inefficient
 127	     4	69.3	113.0	3490	inefficient
 128	     4	67.4	91.0	3909	inefficient
 129	     4	67.2	83.6	4010	inefficient
 130	     4	65.3	72.3	3984	inefficient
 131	     4	67.3	98.0	3706	inefficient
 132	     4	67.2	89.8	3852	inefficient
 133	     4	68.9	105.7	3712	inefficient
 134	     4	68.5	111.7	3565	inefficient
 135	     4	66.6	88.4	3928	inefficient
 136	     4	69.3	107.1	3582	inefficient
 137	     4	68.0	94.4	3788	inefficient
 138	     4	70.8	111.7	3482	inefficient
 139	     4	68.0	90.4	3796	inefficient
 140	     4	66.4	99.0	3719	inefficient
 141	     4	67.6	88.7	3846	inefficient
 142	     4	66.0	78.1	3969	inefficient
 143	     4	68.3	93.5	3767	inefficient
