#chan	code	gain	vt50	innse	comment
   0	     4	73.2	79.8	4163	inefficient
   1	     4	71.2	81.8	3954	inefficient
   2	     4	68.1	78.8	4000	inefficient
   3	     4	77.5	86.4	3822	inefficient
   4	     4	69.8	77.4	4017	inefficient
   5	     4	69.8	76.3	3979	inefficient
   6	     4	74.2	88.2	3738	inefficient
   7	     4	71.0	83.5	3892	inefficient
   8	     4	75.0	81.8	3862	inefficient
   9	     4	68.1	79.7	3966	inefficient
  10	     4	70.1	82.1	3853	inefficient
  11	     4	70.7	80.4	3920	inefficient
  12	     4	74.0	84.2	3770	inefficient
  13	     4	73.2	84.4	3831	inefficient
  14	     4	67.4	79.5	3981	inefficient
  15	     4	69.0	78.4	3987	inefficient
  16	     4	70.3	82.8	3882	inefficient
  17	     4	72.2	88.0	3771	inefficient
  18	     4	75.8	88.2	3734	inefficient
  19	     4	73.7	88.1	3798	inefficient
  20	     4	73.3	83.8	3866	inefficient
  21	     4	74.5	82.5	3818	inefficient
  22	     4	77.2	91.8	3675	inefficient
  23	     4	70.6	81.3	3996	inefficient
  24	     4	69.3	79.3	4046	inefficient
  25	     4	78.2	90.7	3732	inefficient
  26	     4	71.5	81.7	3965	inefficient
  27	     4	71.4	82.3	3932	inefficient
  28	     4	67.3	80.1	3990	inefficient
  29	     4	69.5	82.5	3981	inefficient
  30	     4	68.2	80.4	3964	inefficient
  31	     4	75.1	89.0	3737	inefficient
  32	     4	69.6	82.9	3910	inefficient
  33	     4	74.1	89.0	3779	inefficient
  34	     4	74.4	86.3	3834	inefficient
  35	     4	70.8	82.7	3981	inefficient
  36	     4	70.1	81.3	3953	inefficient
  37	     4	67.9	79.4	4059	inefficient
  38	     4	64.6	73.5	4178	inefficient
  39	     4	74.7	86.4	3856	inefficient
  40	     4	75.1	82.4	3929	inefficient
  41	     4	79.5	101.7	3535	inefficient
  42	     4	63.7	70.2	4320	inefficient
  43	     4	69.3	80.1	4001	inefficient
  44	     4	70.1	83.1	3887	inefficient
  45	     4	70.6	79.9	4036	inefficient
  46	     4	72.5	84.5	3854	inefficient
  47	     4	69.2	78.3	3986	inefficient
  48	     4	70.8	83.4	3947	inefficient
  49	     4	66.5	77.3	4134	inefficient
  50	     4	66.1	74.2	4288	inefficient
  51	     4	68.1	77.1	4176	inefficient
  52	     4	67.9	81.2	4089	inefficient
  53	     4	71.7	78.5	4082	inefficient
  54	     4	70.6	81.8	4091	inefficient
  55	     4	83.1	102.4	3544	inefficient
  56	     4	67.1	78.6	4069	inefficient
  57	     4	71.3	79.4	4054	inefficient
  58	     4	63.0	73.1	4238	inefficient
  59	     4	68.0	81.4	3975	inefficient
  60	     4	71.3	82.7	4047	inefficient
  61	     4	71.6	83.6	3892	inefficient
  62	     4	71.1	83.4	3950	inefficient
  63	     4	68.7	79.4	4073	inefficient
  64	     4	73.5	80.9	3952	inefficient
  65	     4	74.3	87.8	3840	inefficient
  66	     4	75.6	86.3	3905	inefficient
  67	     4	68.2	79.0	4120	inefficient
  68	     4	70.4	80.9	3926	inefficient
  69	     4	70.1	84.7	3936	inefficient
  70	     4	82.8	142.4	2806	inefficient
  71	     4	70.2	83.9	3909	inefficient
  72	     4	71.5	86.8	3849	inefficient
  73	     4	67.8	79.7	4038	inefficient
  74	     4	72.5	82.9	3906	inefficient
  75	     4	69.5	80.7	3999	inefficient
  76	     4	70.9	87.8	3886	inefficient
  77	     4	61.9	69.6	4360	inefficient
  78	     4	69.7	81.1	4030	inefficient
  79	     4	69.3	79.9	4060	inefficient
  80	     4	73.4	87.1	3868	inefficient
  81	     4	69.8	82.2	3950	inefficient
  82	     4	64.2	78.0	4095	inefficient
  83	     4	76.2	89.1	3763	inefficient
  84	     4	63.0	75.1	4301	inefficient
  85	     4	67.6	78.9	4110	inefficient
  86	     4	65.1	73.3	4173	inefficient
  87	     4	68.1	78.6	4099	inefficient
  88	     4	73.3	84.3	3939	inefficient
  89	     4	66.6	77.7	4188	inefficient
  90	     4	65.2	77.2	4135	inefficient
  91	     4	70.0	81.1	4028	inefficient
  92	     4	67.1	78.9	4124	inefficient
  93	     4	71.1	85.1	3958	inefficient
  94	     4	68.9	82.0	4053	inefficient
  95	     4	70.3	82.6	4006	inefficient
  96	     4	64.8	76.1	4223	inefficient
  97	     4	63.2	74.3	4299	inefficient
  98	     4	65.5	77.7	4179	inefficient
  99	     4	66.7	79.2	4190	inefficient
 100	     4	68.1	79.2	4154	inefficient
 101	     4	69.1	80.2	4082	inefficient
 102	     4	66.4	73.1	4354	inefficient
 103	     4	68.2	79.8	4155	inefficient
 104	     4	73.3	83.7	3982	inefficient
 105	     4	73.9	84.4	3961	inefficient
 106	     4	71.3	79.0	4077	inefficient
 107	     4	74.9	90.7	3811	inefficient
 108	     4	71.2	81.4	4038	inefficient
 109	     4	72.4	84.5	3957	inefficient
 110	     4	69.4	79.0	4134	inefficient
 111	     4	59.8	71.5	4410	inefficient
 112	     4	68.2	80.8	4069	inefficient
 113	     4	66.4	81.8	4132	inefficient
 114	     4	73.3	88.6	3851	inefficient
 115	     4	73.0	91.9	3822	inefficient
 116	     4	68.8	79.8	4129	inefficient
 117	     4	72.5	86.7	3934	inefficient
 118	     4	68.7	80.4	4057	inefficient
 119	     4	70.7	82.7	4019	inefficient
 120	     4	79.4	98.2	3590	inefficient
 121	     4	70.9	83.0	4041	inefficient
 122	     4	68.7	80.6	4059	inefficient
 123	     4	78.2	94.8	3698	inefficient
 124	     4	68.5	79.2	4108	inefficient
 125	     4	69.4	83.2	4038	inefficient
 126	     4	69.5	84.9	3959	inefficient
 127	     4	70.1	87.5	3967	inefficient
 128	     4	71.5	83.4	3884	inefficient
 129	     4	70.7	79.7	3994	inefficient
 130	     4	65.1	73.8	4169	inefficient
 131	     4	65.3	75.4	4131	inefficient
 132	     4	68.8	80.6	3990	inefficient
 133	     4	70.0	81.5	3948	inefficient
 134	     4	68.0	82.1	4022	inefficient
 135	     4	69.4	83.2	4003	inefficient
 136	     4	67.1	77.7	4061	inefficient
 137	     4	61.1	66.4	4481	inefficient
 138	     4	74.2	86.9	3825	inefficient
 139	     4	71.1	83.7	3851	inefficient
 140	     4	65.9	78.3	4108	inefficient
 141	     4	69.8	82.3	3909	inefficient
 142	     4	70.4	82.2	3907	inefficient
 143	     4	73.4	87.4	3790	inefficient
 144	     4	69.0	76.8	4023	inefficient
 145	     4	77.7	99.1	3563	inefficient
 146	     4	65.9	78.5	4023	inefficient
 147	     4	68.0	79.3	4005	inefficient
 148	     4	74.9	86.8	3804	inefficient
 149	     4	67.9	79.9	3997	inefficient
 150	     4	65.1	76.1	4113	inefficient
 151	     4	72.1	80.5	3943	inefficient
 152	     4	69.3	80.7	3958	inefficient
 153	     4	71.6	82.5	3843	inefficient
 154	     4	65.5	77.8	4100	inefficient
 155	     4	67.0	80.6	3980	inefficient
 156	     4	67.1	79.8	3960	inefficient
 157	     4	71.2	85.5	3915	inefficient
 158	     4	65.8	77.5	4054	inefficient
 159	     4	64.6	70.7	4242	inefficient
 160	     4	68.8	83.1	3915	inefficient
 161	     4	69.3	83.3	3867	inefficient
 162	     4	68.5	83.3	3915	inefficient
 163	     4	71.9	85.0	3833	inefficient
 164	     4	68.1	78.7	4018	inefficient
 165	     4	63.4	75.1	4142	inefficient
 166	     4	68.8	78.0	3989	inefficient
 167	     4	66.8	77.7	4024	inefficient
 168	     4	75.0	85.2	3767	inefficient
 169	     4	73.5	82.0	3854	inefficient
 170	     4	76.2	88.0	3727	inefficient
 171	     4	71.0	83.4	3875	inefficient
 172	     4	64.3	72.4	4177	inefficient
 173	     4	71.0	80.5	3987	inefficient
 174	     4	68.3	79.0	3962	inefficient
 175	     4	71.0	83.1	3866	inefficient
 176	     4	67.2	74.4	4072	inefficient
 177	     4	72.7	85.1	3826	inefficient
 178	     4	67.9	81.2	3920	inefficient
 179	     4	67.6	80.2	3954	inefficient
 180	     4	73.7	83.4	3826	inefficient
 181	     4	71.6	83.9	3890	inefficient
 182	     4	78.1	88.7	3664	inefficient
 183	     4	72.2	83.3	3859	inefficient
 184	     4	68.3	77.7	4045	inefficient
 185	     4	65.4	74.0	4084	inefficient
 186	     4	65.7	74.6	4049	inefficient
 187	     4	74.3	82.1	3873	inefficient
 188	     4	68.9	78.2	3975	inefficient
 189	     4	67.4	77.0	4028	inefficient
 190	     4	73.3	83.3	3901	inefficient
 191	     4	71.2	81.9	3928	inefficient
 192	     4	67.5	76.2	4059	inefficient
 193	     4	71.0	79.6	3945	inefficient
 194	     4	70.2	81.5	3890	inefficient
 195	     4	69.8	80.9	3903	inefficient
 196	     4	69.7	83.3	3817	inefficient
 197	     4	62.7	68.8	4184	inefficient
 198	     4	69.8	77.8	3926	inefficient
 199	     4	79.7	92.3	3601	inefficient
 200	     4	72.6	83.3	3813	inefficient
 201	     4	69.3	81.1	3905	inefficient
 202	     4	71.5	81.1	3842	inefficient
 203	     4	66.5	75.6	4108	inefficient
 204	     4	72.3	82.3	3877	inefficient
 205	     4	71.5	84.7	3847	inefficient
 206	     4	60.5	68.4	4269	inefficient
 207	     4	69.0	80.7	3884	inefficient
 208	     4	75.2	91.0	3636	inefficient
 209	     4	69.4	77.8	3909	inefficient
 210	     4	67.4	78.7	3962	inefficient
 211	     4	71.7	80.5	3889	inefficient
 212	     4	68.6	75.9	3954	inefficient
 213	     4	66.2	77.9	3987	inefficient
 214	     4	64.5	74.2	4071	inefficient
 215	     4	67.9	77.8	3993	inefficient
 216	     4	67.9	79.9	3943	inefficient
 217	     4	68.1	82.1	3894	inefficient
