#chan	code	gain	vt50	innse	comment
   0	     0	83.6	151.4	1138	OK
   1	     0	83.7	156.9	1092	OK
   2	     0	76.7	147.5	1109	OK
   3	     0	84.2	159.5	1073	OK
   4	     0	81.1	154.0	1093	OK
   5	     0	80.0	151.1	1105	OK
   6	     0	80.8	152.2	1085	OK
   7	     0	79.6	153.0	1126	OK
   8	     0	80.5	152.6	1067	OK
   9	     0	80.0	150.8	1094	OK
  10	     0	81.3	154.8	1099	OK
  11	     0	79.1	151.5	1081	OK
  12	     0	79.4	152.6	1071	OK
  13	     0	80.2	155.0	1107	OK
  14	     0	79.5	151.4	1090	OK
  15	     0	78.7	149.5	1105	OK
  16	     0	79.6	149.6	1099	OK
  17	     0	78.3	150.3	1072	OK
  18	     0	83.0	156.6	1074	OK
  19	     0	81.9	154.2	1091	OK
  20	     0	79.6	151.8	1085	OK
  21	     0	81.5	157.7	1071	OK
  22	     0	79.0	150.0	1077	OK
  23	     0	79.8	151.5	1072	OK
  24	     0	81.6	156.2	1094	OK
  25	     0	78.0	150.2	1121	OK
  26	     0	80.4	152.4	1084	OK
  27	     0	81.4	152.2	1090	OK
  28	     0	79.5	151.5	1109	OK
  29	     0	83.0	155.4	1089	OK
  30	     0	78.6	150.7	1101	OK
  31	     0	80.2	152.1	1078	OK
  32	     0	82.6	156.7	1068	OK
  33	     0	80.9	153.1	1092	OK
  34	     0	81.5	155.7	1066	OK
  35	     0	79.5	153.4	1088	OK
  36	     0	79.4	152.1	1111	OK
  37	     0	80.5	151.8	1086	OK
  38	     0	80.5	151.6	1089	OK
  39	     0	80.2	151.1	1090	OK
  40	     0	82.6	155.1	1109	OK
  41	     0	79.3	152.3	1096	OK
  42	     0	82.5	156.3	1096	OK
  43	     0	81.3	152.8	1116	OK
  44	     0	82.4	154.9	1092	OK
  45	     0	82.2	156.1	1109	OK
  46	     0	80.6	153.9	1126	OK
  47	     0	82.5	159.1	1097	OK
  48	     0	80.5	151.3	1106	OK
  49	     0	79.6	150.9	1092	OK
  50	     0	78.3	151.1	1082	OK
  51	     0	80.4	151.4	1106	OK
  52	     0	80.4	151.9	1103	OK
  53	     0	80.5	154.6	1086	OK
  54	     0	82.7	155.9	1093	OK
  55	     0	81.3	153.9	1118	OK
  56	     0	79.8	151.2	1101	OK
  57	     0	82.0	155.8	1107	OK
  58	     0	78.0	148.2	1094	OK
  59	     0	79.5	150.9	1111	OK
  60	     0	80.4	154.5	1113	OK
  61	     0	80.5	150.8	1100	OK
  62	     0	81.4	152.4	1125	OK
  63	     0	81.5	155.3	1096	OK
  64	     0	80.0	151.7	1111	OK
  65	     0	80.2	153.8	1134	OK
  66	     0	79.3	151.1	1092	OK
  67	     0	80.5	152.1	1101	OK
  68	     0	78.4	152.2	1092	OK
  69	     0	79.3	152.2	1113	OK
  70	     0	77.0	149.5	1122	OK
  71	     0	76.0	146.7	1121	OK
  72	     0	78.6	148.9	1126	OK
  73	     0	77.7	147.7	1121	OK
  74	     0	77.5	150.2	1108	OK
  75	     0	77.3	148.7	1107	OK
  76	     0	78.8	154.3	1113	OK
  77	     0	79.1	151.5	1105	OK
  78	     0	78.8	149.9	1122	OK
  79	     0	78.8	151.0	1112	OK
  80	     0	78.3	151.6	1104	OK
  81	     0	79.4	152.2	1104	OK
  82	     0	77.6	149.6	1093	OK
  83	     0	79.3	150.4	1093	OK
  84	     0	79.4	150.2	1136	OK
  85	     0	79.7	151.8	1107	OK
  86	     0	77.1	147.0	1101	OK
  87	     0	77.7	147.7	1114	OK
  88	     0	81.0	151.3	1089	OK
  89	     0	77.4	148.5	1123	OK
  90	     0	78.6	149.5	1110	OK
  91	     0	79.0	151.0	1100	OK
  92	     0	78.4	150.5	1100	OK
  93	     0	79.4	151.3	1112	OK
  94	     0	78.0	148.3	1119	OK
  95	     0	76.5	146.2	1123	OK
  96	     0	78.3	149.5	1107	OK
  97	     0	78.4	147.8	1139	OK
  98	     0	78.9	154.3	1097	OK
  99	     0	77.9	148.3	1108	OK
 100	     0	78.7	150.2	1120	OK
 101	     0	79.5	153.0	1092	OK
 102	     0	79.4	151.9	1091	OK
 103	     0	78.6	148.5	1129	OK
 104	     0	80.1	151.4	1124	OK
 105	     0	79.4	151.9	1132	OK
 106	     0	79.6	151.9	1111	OK
 107	     0	79.2	147.8	1097	OK
 108	     0	80.9	154.5	1095	OK
 109	     0	77.9	148.9	1102	OK
 110	     0	77.4	147.8	1132	OK
 111	     0	80.1	152.3	1125	OK
 112	     0	78.4	148.8	1127	OK
 113	     0	79.4	152.1	1100	OK
 114	     0	78.8	154.3	1128	OK
 115	     0	78.5	151.7	1099	OK
 116	     0	79.4	150.6	1101	OK
 117	     0	78.5	150.8	1102	OK
 118	     0	80.0	150.7	1093	OK
 119	     0	78.0	149.4	1107	OK
 120	     0	79.5	149.4	1100	OK
 121	     0	78.0	145.9	1119	OK
 122	     0	79.8	152.7	1123	OK
 123	     0	77.6	150.1	1111	OK
 124	     0	82.3	153.6	1100	OK
 125	     0	79.9	152.7	1105	OK
 126	     0	81.5	155.6	1093	OK
 127	     0	84.9	162.9	1081	OK
 128	     0	85.0	160.3	1094	OK
 129	     0	81.3	153.4	1085	OK
 130	     0	83.4	157.9	1092	OK
 131	     0	80.5	150.8	1075	OK
 132	     0	80.1	151.2	1100	OK
 133	     0	81.0	155.1	1074	OK
 134	     0	84.1	170.2	1123	OK
