#chan	code	gain	vt50	innse	comment
   0	 90000	54.3	164.6	3521	very low gain
   1	 90000	55.0	170.4	3599	very low gain
   2	 80000	58.3	162.1	3586	very high noise
   3	 80000	56.1	165.0	3720	very high noise
   4	 90000	54.8	148.7	3679	very low gain
   5	 90000	54.7	153.5	3718	very low gain
   6	 80000	56.8	163.6	3710	very high noise
   7	 80000	55.7	153.3	3683	very high noise
   8	 80000	55.3	151.9	3712	very high noise
   9	 80000	56.2	155.0	3682	very high noise
  10	 80000	55.6	157.5	3703	very high noise
  11	 80000	55.4	146.0	3671	very high noise
  12	 90000	54.1	137.5	3671	very low gain
  13	 80000	56.9	154.6	3681	very high noise
  14	 80000	55.2	156.2	3739	very high noise
  15	 80000	55.5	158.9	3731	very high noise
  16	 90000	54.4	145.1	3739	very low gain
  17	 90000	53.5	148.7	3743	very low gain
  18	 80000	55.3	136.6	3663	very high noise
  19	 90000	53.5	150.7	3735	very low gain
  20	 90000	54.7	155.2	3713	very low gain
  21	 80000	55.8	142.5	3603	very high noise
  22	 80000	56.1	147.3	3745	very high noise
  23	 80000	55.7	160.0	3713	very high noise
  24	 90000	53.8	153.4	3713	very low gain
  25	 80000	56.5	159.2	3659	very high noise
  26	 80000	55.6	142.7	3666	very high noise
  27	 90000	54.7	144.3	3624	very low gain
  28	 80000	55.2	163.2	3690	very high noise
  29	 90000	54.7	150.8	3650	very low gain
  30	 80000	55.9	169.3	3754	very high noise
  31	 90000	54.7	150.9	3742	very low gain
  32	 80000	55.2	156.0	3649	very high noise
  33	 80000	55.1	177.2	3709	very high noise
  34	 80000	56.2	151.5	3616	very high noise
  35	 80000	55.9	159.8	3652	very high noise
  36	 90000	53.3	149.8	3792	very low gain
  37	 80000	57.4	166.7	3711	very high noise
  38	 90000	54.3	159.5	3644	very low gain
  39	 90000	54.6	163.0	3745	very low gain
  40	 80000	55.3	135.9	3733	very high noise
  41	 80000	55.2	146.1	3656	very high noise
  42	 80000	55.1	151.5	3632	very high noise
  43	 80000	56.2	149.9	3733	very high noise
  44	 80000	56.7	147.4	3590	very high noise
  45	 80000	56.3	142.7	3681	very high noise
  46	 80000	55.4	166.7	3669	very high noise
  47	 80000	55.0	150.3	3697	very high noise
  48	 80000	58.1	161.9	3570	very high noise
  49	 80000	56.6	149.9	3637	very high noise
  50	 90000	54.8	141.0	3571	very low gain
  51	 80000	55.1	128.9	3649	very high noise
  52	 80000	57.6	141.3	3516	very high noise
  53	 80000	57.0	140.0	3586	very high noise
  54	 80000	58.1	150.9	3613	very high noise
  55	 80000	57.6	165.0	3520	very high noise
  56	 80000	56.6	160.1	3561	very high noise
  57	 80000	56.9	150.2	3519	very high noise
  58	 80000	56.6	162.3	3604	very high noise
  59	 80000	57.6	149.3	3577	very high noise
  60	 80000	57.6	155.9	3535	very high noise
  61	 80000	58.4	146.6	3544	very high noise
  62	 80000	59.8	158.5	3585	very high noise
  63	 80000	59.5	163.0	3580	very high noise
  64	 80000	59.4	168.9	3559	very high noise
  65	 80000	58.9	175.2	3558	very high noise
  66	 80000	60.6	159.9	3472	very high noise
  67	 80000	57.9	157.3	3554	very high noise
  68	 80000	59.6	145.4	3491	very high noise
  69	 80000	57.6	132.1	3478	very high noise
