#chan	code	gain	vt50	innse	comment
   0	     4	65.7	81.1	4911	inefficient
   1	     4	66.2	89.0	4300	inefficient
   2	     4	61.2	82.2	4484	inefficient
   3	     4	67.7	87.1	4267	inefficient
   4	     4	63.0	81.1	4405	inefficient
   5	     4	59.3	69.9	4574	inefficient
   6	     4	58.6	75.6	4493	inefficient
   7	     4	62.5	85.0	4254	inefficient
   8	     4	68.6	90.2	4085	inefficient
   9	     4	61.6	84.3	4316	inefficient
  10	     4	61.5	85.5	4213	inefficient
  11	     4	62.4	79.7	4353	inefficient
  12	     4	63.5	84.2	4251	inefficient
  13	     4	66.4	87.8	4073	inefficient
  14	     4	58.8	79.8	4455	inefficient
  15	     4	58.9	75.6	4523	inefficient
  16	     4	59.6	80.2	4459	inefficient
  17	     4	62.4	87.0	4253	inefficient
  18	     4	64.7	87.0	4245	inefficient
  19	     4	62.5	84.5	4354	inefficient
  20	     4	61.4	80.6	4414	inefficient
  21	     4	63.2	81.0	4439	inefficient
  22	     4	62.9	82.5	4292	inefficient
  23	     4	61.4	81.6	4352	inefficient
  24	     4	61.5	80.5	4417	inefficient
  25	     4	64.8	85.1	4294	inefficient
  26	     4	59.5	72.9	4575	inefficient
  27	     4	62.6	83.4	4354	inefficient
  28	     4	59.7	82.3	4441	inefficient
  29	     4	59.4	81.6	4482	inefficient
  30	     4	59.2	79.5	4407	inefficient
  31	     4	63.6	87.5	4282	inefficient
  32	     4	57.8	76.2	4527	inefficient
  33	     4	63.2	87.4	4232	inefficient
  34	     4	57.9	70.7	4656	inefficient
  35	     4	65.9	91.6	4174	inefficient
  36	     4	58.0	74.9	4592	inefficient
  37	     4	60.3	82.4	4406	inefficient
  38	     4	55.5	69.8	4690	inefficient
  39	     4	61.5	80.1	4476	inefficient
  40	     4	62.7	76.7	4489	inefficient
  41	     4	66.8	94.7	4090	inefficient
  42	     4	58.0	74.4	4635	inefficient
  43	     4	60.8	82.0	4336	inefficient
  44	     4	58.9	78.3	4476	inefficient
  45	     4	64.3	85.7	4235	inefficient
  46	     4	60.9	80.7	4417	inefficient
  47	     4	58.2	75.0	4482	inefficient
  48	     4	61.5	84.0	4359	inefficient
  49	     4	57.4	77.3	4557	inefficient
  50	     4	59.5	76.8	4676	inefficient
  51	     4	71.9	158.8	3089	inefficient
  52	     4	59.1	82.2	4529	inefficient
  53	     4	61.9	78.4	4603	inefficient
  54	     4	65.1	90.5	4267	inefficient
  55	     4	69.0	93.8	4124	inefficient
  56	     4	59.1	82.0	4531	inefficient
  57	     4	63.4	82.2	4379	inefficient
  58	     4	58.7	80.5	4496	inefficient
  59	     4	57.0	75.7	4572	inefficient
  60	     4	60.2	77.8	4528	inefficient
  61	     4	61.1	81.4	4436	inefficient
  62	     4	60.4	80.6	4442	inefficient
  63	     4	58.1	77.1	4605	inefficient
  64	     4	63.5	81.6	4465	inefficient
  65	     4	59.6	79.1	4601	inefficient
  66	     4	65.8	86.3	4333	inefficient
  67	     4	60.9	81.5	4419	inefficient
  68	     4	60.9	80.7	4363	inefficient
  69	     4	57.2	77.2	4565	inefficient
  70	     4	64.5	85.2	4235	inefficient
  71	     4	59.7	81.8	4462	inefficient
  72	     4	60.3	83.1	4401	inefficient
  73	     4	61.6	85.4	4322	inefficient
  74	     4	62.8	80.4	4364	inefficient
  75	     4	62.4	86.6	4334	inefficient
  76	     4	60.2	83.1	4397	inefficient
  77	     4	59.8	79.8	4450	inefficient
  78	     4	59.7	81.1	4527	inefficient
  79	     4	59.6	78.4	4528	inefficient
  80	     4	62.2	84.4	4406	inefficient
  81	     4	60.5	83.5	4384	inefficient
  82	     4	53.8	72.2	4689	inefficient
  83	     4	61.6	81.9	4463	inefficient
  84	     4	55.3	73.8	4688	inefficient
  85	     4	57.6	76.8	4623	inefficient
  86	     4	57.9	75.4	4616	inefficient
  87	     4	61.5	83.3	4412	inefficient
  88	     4	64.1	86.0	4421	inefficient
  89	     4	59.8	81.6	4475	inefficient
  90	     4	59.2	82.0	4475	inefficient
  91	     4	61.1	82.9	4520	inefficient
  92	     4	59.1	78.3	4504	inefficient
  93	     4	61.8	82.3	4391	inefficient
  94	     4	57.7	78.2	4548	inefficient
  95	     4	58.9	78.4	4570	inefficient
  96	     4	59.0	80.8	4525	inefficient
  97	     4	58.3	81.7	4467	inefficient
  98	     4	57.8	79.0	4575	inefficient
  99	     4	58.8	78.8	4504	inefficient
 100	     4	58.7	77.4	4572	inefficient
 101	     4	62.6	85.0	4373	inefficient
 102	     4	57.5	70.0	4855	inefficient
 103	     4	66.9	97.2	4176	inefficient
 104	     4	64.8	85.7	4329	inefficient
 105	     4	63.0	82.2	4487	inefficient
 106	     4	72.4	106.0	3940	inefficient
 107	     4	63.9	88.3	4337	inefficient
 108	     4	59.2	76.6	4686	inefficient
 109	     4	59.4	77.9	4600	inefficient
 110	     4	62.7	84.5	4449	inefficient
 111	     4	54.5	73.4	4715	inefficient
 112	     4	56.9	75.2	4733	inefficient
 113	     4	57.2	78.9	4563	inefficient
 114	     4	62.9	87.7	4345	inefficient
 115	     4	58.8	82.3	4521	inefficient
 116	     4	58.1	76.2	4729	inefficient
 117	     4	63.5	85.5	4358	inefficient
 118	     4	59.7	79.5	4481	inefficient
 119	     4	60.1	79.3	4525	inefficient
 120	     4	65.3	90.9	4273	inefficient
 121	     4	62.8	85.5	4381	inefficient
 122	     4	60.0	80.7	4516	inefficient
 123	     4	63.6	86.1	4401	inefficient
 124	     4	61.2	80.3	4518	inefficient
 125	     4	60.5	82.2	4465	inefficient
 126	     4	59.5	82.0	4497	inefficient
 127	     4	61.7	84.5	4333	inefficient
 128	     4	59.1	81.4	4621	inefficient
 129	     4	58.9	78.2	4695	inefficient
 130	     4	56.9	75.5	4766	inefficient
 131	     4	57.0	78.5	4577	inefficient
 132	     4	57.9	77.8	4584	inefficient
 133	     4	55.7	70.6	4784	inefficient
 134	     4	58.5	82.0	4528	inefficient
 135	     4	56.4	76.1	4706	inefficient
 136	     4	58.6	79.6	4610	inefficient
 137	     4	60.5	81.6	4444	inefficient
 138	     4	62.3	85.0	4450	inefficient
 139	     4	60.0	82.3	4468	inefficient
 140	     4	53.7	70.2	4763	inefficient
 141	     4	61.0	84.1	4403	inefficient
 142	     4	59.6	80.4	4500	inefficient
 143	     4	59.9	81.9	4445	inefficient
 144	     4	58.9	74.6	4578	inefficient
 145	     4	58.5	79.5	4529	inefficient
 146	     4	55.3	74.4	4584	inefficient
 147	     4	56.7	75.9	4671	inefficient
 148	     4	62.3	83.8	4360	inefficient
 149	     4	60.2	85.0	4405	inefficient
 150	     4	60.5	87.3	4334	inefficient
 151	     4	61.9	81.2	4458	inefficient
 152	     4	58.7	80.6	4482	inefficient
 153	     4	59.2	80.3	4523	inefficient
 154	     4	63.5	95.0	4147	inefficient
 155	     4	57.0	77.7	4553	inefficient
 156	     4	59.4	82.6	4340	inefficient
 157	     4	59.6	81.3	4439	inefficient
 158	     4	58.5	80.7	4482	inefficient
 159	     4	60.3	78.3	4444	inefficient
 160	     4	58.2	81.1	4494	inefficient
 161	     4	58.0	80.9	4397	inefficient
 162	     4	57.5	81.2	4545	inefficient
 163	     4	56.6	73.8	4607	inefficient
 164	     4	57.7	78.3	4513	inefficient
 165	     4	53.4	69.6	4741	inefficient
 166	     4	61.5	85.8	4303	inefficient
 167	     4	59.2	83.9	4366	inefficient
 168	     4	62.0	82.3	4466	inefficient
 169	     4	63.8	85.1	4370	inefficient
 170	     4	63.9	85.4	4331	inefficient
 171	     4	60.8	84.5	4366	inefficient
 172	     4	57.8	77.2	4440	inefficient
 173	     4	59.7	76.5	4570	inefficient
 174	     4	58.5	79.5	4489	inefficient
 175	     4	58.2	77.9	4532	inefficient
 176	     4	58.9	78.0	4544	inefficient
 177	     4	59.4	79.0	4521	inefficient
 178	     4	57.1	77.2	4473	inefficient
 179	     4	58.5	82.0	4397	inefficient
 180	     4	57.3	69.4	4706	inefficient
 181	     4	61.5	82.6	4318	inefficient
 182	     4	65.0	86.5	4227	inefficient
 183	     4	59.6	78.6	4514	inefficient
 184	     4	59.2	77.1	4462	inefficient
 185	     4	58.8	80.3	4421	inefficient
 186	     4	59.2	81.3	4433	inefficient
 187	     4	64.0	84.0	4376	inefficient
 188	     4	60.5	81.8	4375	inefficient
 189	     4	60.0	81.9	4390	inefficient
 190	     4	60.2	77.6	4530	inefficient
 191	     4	58.2	74.3	4611	inefficient
 192	     4	58.9	76.7	4497	inefficient
 193	     4	55.7	66.5	4773	inefficient
 194	     4	58.7	78.6	4431	inefficient
 195	     4	60.9	83.0	4350	inefficient
 196	     4	59.1	79.9	4416	inefficient
 197	     4	56.5	73.9	4569	inefficient
 198	     4	61.7	81.7	4318	inefficient
 199	     4	64.2	85.9	4301	inefficient
 200	     4	74.5	135.6	3319	inefficient
 201	     4	58.9	78.5	4495	inefficient
 202	     4	51.3	55.2	4971	inefficient
 203	     4	61.3	85.7	4298	inefficient
 204	     4	62.5	81.4	4313	inefficient
 205	     4	59.5	80.0	4411	inefficient
 206	     4	54.8	72.7	4650	inefficient
 207	     4	59.7	81.0	4369	inefficient
 208	     4	58.6	78.0	4494	inefficient
 209	     4	59.7	79.9	4434	inefficient
 210	     4	58.2	78.3	4432	inefficient
 211	     4	62.5	84.6	4318	inefficient
 212	     4	57.7	73.1	4586	inefficient
 213	     4	56.3	75.3	4521	inefficient
 214	     4	55.6	73.2	4580	inefficient
 215	     4	56.5	74.5	4577	inefficient
 216	     4	54.2	68.0	4687	inefficient
 217	     4	57.6	79.5	4476	inefficient
 218	     4	62.5	84.4	4238	inefficient
 219	     4	62.1	83.4	4340	inefficient
 220	     4	61.3	83.9	4322	inefficient
 221	     4	54.3	64.9	4703	inefficient
 222	     4	56.9	70.8	4649	inefficient
 223	     4	59.8	81.0	4334	inefficient
 224	     4	59.1	80.7	4415	inefficient
 225	     4	58.5	80.6	4429	inefficient
 226	     4	57.5	79.6	4496	inefficient
 227	     4	60.6	82.7	4321	inefficient
