#chan	code	gain	vt50	innse	comment
   0	     4	79.4	117.4	3925	inefficient
   1	     4	78.7	112.0	3884	inefficient
   2	     4	78.6	117.1	3607	inefficient
   3	     4	74.7	89.6	3974	inefficient
   4	     4	77.0	98.7	3751	inefficient
   5	     4	76.1	92.3	3860	inefficient
   6	     4	74.5	96.3	3729	inefficient
   7	     4	80.4	135.1	2978	inefficient
   8	     4	78.4	108.9	3561	inefficient
   9	     4	80.4	112.0	3567	inefficient
  10	     4	76.7	110.7	3466	inefficient
  11	     4	79.0	116.8	3309	inefficient
  12	     4	76.9	103.7	3630	inefficient
  13	     4	79.3	113.3	3496	inefficient
  14	     4	77.4	104.9	3582	inefficient
  15	     4	77.1	119.5	3327	inefficient
  16	     4	79.6	134.6	3009	inefficient
  17	     4	79.6	126.7	3186	inefficient
  18	     4	77.0	116.2	3423	inefficient
  19	     4	81.0	131.3	3012	inefficient
  20	     4	75.0	98.0	3746	inefficient
  21	     4	77.6	114.6	3472	inefficient
  22	     4	75.0	101.3	3616	inefficient
  23	     4	77.8	132.1	3059	inefficient
  24	     4	76.5	105.2	3645	inefficient
  25	     4	80.6	128.2	3153	inefficient
  26	     4	78.1	113.1	3524	inefficient
  27	     4	76.7	104.1	3622	inefficient
  28	     4	78.0	124.6	3217	inefficient
  29	     4	77.6	123.0	3211	inefficient
  30	     4	76.9	116.9	3427	inefficient
  31	 80000	77.3	207.0	2569	very high noise
  32	     4	79.8	123.2	3277	inefficient
  33	     4	78.2	95.3	3797	inefficient
  34	     4	77.8	108.4	3554	inefficient
  35	     4	76.3	107.5	3559	inefficient
  36	     4	78.4	116.0	3404	inefficient
  37	     4	78.2	127.8	3092	inefficient
  38	     4	79.7	127.3	3162	inefficient
  39	     4	75.8	106.4	3592	inefficient
  40	     4	78.0	105.4	3570	inefficient
  41	     4	75.5	105.6	3577	inefficient
  42	     4	78.4	112.6	3478	inefficient
  43	     4	79.4	125.8	3231	inefficient
  44	     4	79.7	110.9	3557	inefficient
  45	     4	76.0	98.9	3691	inefficient
  46	     4	77.9	107.7	3591	inefficient
  47	     4	78.9	112.6	3506	inefficient
  48	     4	77.2	103.2	3687	inefficient
  49	     4	78.0	122.5	3208	inefficient
  50	     4	77.8	112.2	3420	inefficient
  51	     4	76.5	116.3	3423	inefficient
  52	     4	79.0	119.2	3314	inefficient
  53	     4	78.2	115.5	3399	inefficient
  54	     4	77.9	120.4	3320	inefficient
  55	     4	80.1	118.3	3433	inefficient
  56	 80000	77.2	204.2	2593	very high noise
  57	 80000	77.5	208.0	2621	very high noise
  58	     4	77.4	122.8	3234	inefficient
  59	     4	79.9	134.8	2945	inefficient
  60	     4	80.8	143.0	2876	inefficient
  61	     4	78.9	140.0	2862	inefficient
  62	     4	77.6	108.6	3596	inefficient
  63	     4	76.7	106.5	3623	inefficient
  64	     4	76.7	94.8	3727	inefficient
  65	     4	76.9	100.9	3652	inefficient
  66	     4	77.6	113.1	3533	inefficient
  67	     4	78.4	114.4	3464	inefficient
  68	     4	75.7	103.5	3627	inefficient
  69	     4	78.2	118.5	3391	inefficient
  70	     4	80.2	117.2	3424	inefficient
  71	     4	78.9	123.4	3300	inefficient
  72	     4	81.1	126.6	3221	inefficient
  73	     4	73.5	102.2	3644	inefficient
  74	     4	75.9	108.1	3551	inefficient
  75	     4	75.6	103.3	3627	inefficient
  76	     4	75.9	105.5	3567	inefficient
  77	     4	78.0	99.5	3663	inefficient
  78	     4	78.7	137.7	2963	inefficient
  79	     4	77.6	110.6	3465	inefficient
  80	     4	77.8	105.9	3667	inefficient
  81	     4	80.8	125.2	3208	inefficient
  82	     4	82.6	143.4	2834	inefficient
  83	     4	80.1	151.6	2677	inefficient
  84	     4	81.3	125.9	3210	inefficient
  85	     4	78.9	113.3	3522	inefficient
  86	     4	75.6	99.0	3710	inefficient
  87	     4	76.2	117.9	3377	inefficient
  88	     4	78.0	107.4	3546	inefficient
  89	     4	79.7	117.1	3380	inefficient
  90	     4	75.5	103.8	3620	inefficient
  91	 80000	80.6	201.2	2524	very high noise
  92	     4	81.6	126.5	3191	inefficient
  93	 80000	78.9	195.3	2554	very high noise
  94	     4	77.5	119.3	3331	inefficient
  95	     4	76.4	111.6	3469	inefficient
  96	     4	72.2	87.8	3806	inefficient
  97	     4	77.8	107.0	3582	inefficient
  98	     4	79.6	134.7	3011	inefficient
  99	     4	79.3	117.5	3467	inefficient
 100	     4	79.8	125.0	3220	inefficient
 101	     4	80.2	123.2	3243	inefficient
 102	     4	76.7	112.5	3484	inefficient
 103	 80000	77.1	198.6	2618	very high noise
 104	     4	80.3	113.5	3508	inefficient
 105	     4	79.6	133.9	2967	inefficient
 106	     4	80.3	127.8	3171	inefficient
 107	     4	77.9	117.6	3373	inefficient
 108	     4	78.5	113.2	3471	inefficient
 109	     4	81.2	117.9	3411	inefficient
 110	     4	76.7	118.3	3361	inefficient
 111	     4	81.4	121.0	3339	inefficient
 112	     4	78.3	118.1	3387	inefficient
 113	     4	79.1	108.4	3596	inefficient
 114	     4	76.1	103.3	3653	inefficient
 115	     4	76.2	104.9	3594	inefficient
 116	 80000	77.6	206.4	2567	very high noise
 117	     4	77.1	108.9	3573	inefficient
 118	     4	80.0	131.5	3047	inefficient
