#chan	code	gain	vt50	innse	comment
   0	 80000	63.0	197.4	3338	very high noise
   1	 80000	61.8	202.8	3478	very high noise
   2	 80000	64.8	196.3	3475	very high noise
   3	 80000	62.9	198.4	3507	very high noise
   4	 80000	62.5	181.1	3521	very high noise
   5	 80000	61.6	185.6	3520	very high noise
   6	 80000	63.5	196.1	3524	very high noise
   7	 80000	62.7	185.9	3537	very high noise
   8	 80000	62.6	184.0	3548	very high noise
   9	 80000	63.1	187.3	3538	very high noise
  10	 80000	62.6	189.7	3538	very high noise
  11	 80000	62.7	176.9	3533	very high noise
  12	 80000	61.6	168.1	3550	very high noise
  13	 80000	64.0	187.5	3521	very high noise
  14	 80000	62.0	188.2	3521	very high noise
  15	 80000	61.9	191.5	3560	very high noise
  16	 80000	61.9	176.9	3522	very high noise
  17	 80000	60.7	180.1	3539	very high noise
  18	 80000	62.2	167.9	3513	very high noise
  19	 80000	60.6	181.9	3539	very high noise
  20	 80000	61.5	187.3	3570	very high noise
  21	 80000	62.6	174.4	3490	very high noise
  22	 80000	63.5	179.7	3519	very high noise
  23	 80000	61.8	192.1	3502	very high noise
  24	 80000	60.6	184.6	3588	very high noise
  25	 80000	63.2	191.4	3494	very high noise
  26	 80000	63.0	174.5	3536	very high noise
  27	 80000	61.3	175.0	3520	very high noise
  28	 80000	61.5	195.6	3510	very high noise
  29	 80000	61.0	181.8	3529	very high noise
  30	 80000	63.0	202.1	3520	very high noise
  31	 80000	61.9	182.7	3527	very high noise
  32	 80000	62.1	188.4	3505	very high noise
  33	 80000	61.8	209.6	3527	very high noise
  34	 80000	63.2	184.9	3492	very high noise
  35	 80000	62.3	192.2	3547	very high noise
  36	 80000	61.3	181.4	3509	very high noise
  37	 80000	63.8	200.3	3545	very high noise
  38	 80000	60.8	191.0	3553	very high noise
  39	 80000	61.3	195.0	3525	very high noise
  40	 80000	63.1	167.4	3506	very high noise
  41	 80000	62.6	177.5	3526	very high noise
  42	 80000	62.0	183.8	3526	very high noise
  43	 80000	63.8	182.8	3527	very high noise
  44	 80000	63.6	179.6	3482	very high noise
  45	 80000	63.5	175.7	3492	very high noise
  46	 80000	62.1	199.4	3490	very high noise
  47	 80000	62.9	182.4	3499	very high noise
  48	 80000	64.1	195.4	3479	very high noise
  49	 80000	63.7	182.6	3467	very high noise
  50	 80000	61.6	172.8	3432	very high noise
  51	 80000	62.9	161.0	3428	very high noise
  52	 80000	64.3	174.0	3440	very high noise
  53	 80000	64.9	173.2	3405	very high noise
  54	 80000	65.3	184.6	3419	very high noise
  55	 80000	64.2	198.7	3364	very high noise
  56	 80000	64.0	193.2	3375	very high noise
  57	 80000	63.9	183.0	3378	very high noise
  58	 80000	63.3	195.1	3393	very high noise
  59	 80000	65.2	182.5	3398	very high noise
  60	 80000	64.6	188.9	3419	very high noise
  61	 80000	65.9	180.7	3425	very high noise
  62	 80000	67.2	193.8	3452	very high noise
  63	 80000	66.3	197.8	3426	very high noise
  64	 80000	66.1	203.4	3405	very high noise
  65	 80000	65.2	210.0	3336	very high noise
  66	 80000	67.4	195.2	3336	very high noise
  67	 80000	65.6	191.6	3371	very high noise
  68	 80000	66.6	179.0	3358	very high noise
  69	 80000	65.0	164.9	3314	very high noise
  70	 80000	66.3	191.9	3385	very high noise
  71	 80000	65.0	170.9	3351	very high noise
  72	 80000	67.8	181.4	3323	very high noise
  73	 80000	65.7	176.8	3336	very high noise
  74	 80000	65.4	186.6	3326	very high noise
  75	 80000	63.8	189.5	3372	very high noise
  76	 80000	62.4	165.7	3372	very high noise
  77	 80000	63.4	185.4	3354	very high noise
  78	 80000	65.3	168.0	3397	very high noise
  79	 80000	65.8	199.6	3337	very high noise
  80	 80000	67.0	188.1	3368	very high noise
  81	 80000	66.7	165.9	3320	very high noise
  82	 80000	65.8	156.5	3310	very high noise
  83	 80000	65.0	179.5	3363	very high noise
  84	 80000	64.7	169.4	3368	very high noise
  85	 80000	64.6	183.4	3392	very high noise
  86	 80000	65.3	169.3	3396	very high noise
  87	 80000	64.8	184.7	3369	very high noise
  88	 80000	64.2	169.2	3371	very high noise
  89	 80000	63.6	192.3	3356	very high noise
  90	 80000	66.2	174.2	3434	very high noise
  91	 80000	66.1	179.7	3462	very high noise
  92	 80000	66.6	199.2	3360	very high noise
  93	 80000	65.6	173.2	3360	very high noise
  94	 80000	67.0	205.3	3310	very high noise
  95	 80000	65.2	189.2	3387	very high noise
  96	 80000	65.6	174.0	3338	very high noise
  97	 80000	65.6	212.1	3305	very high noise
  98	 80000	66.6	186.0	3399	very high noise
  99	 80000	63.2	181.5	3406	very high noise
 100	 80000	66.6	187.2	3322	very high noise
 101	 80000	64.2	178.1	3414	very high noise
 102	 80000	65.9	177.7	3357	very high noise
 103	 80000	64.6	177.9	3380	very high noise
 104	 80000	66.2	178.1	3382	very high noise
 105	 80000	66.5	205.4	3321	very high noise
 106	 80000	64.5	158.0	3383	very high noise
 107	 80000	67.3	191.1	3376	very high noise
 108	 80000	64.1	180.9	3343	very high noise
 109	 80000	64.0	176.9	3361	very high noise
 110	 80000	65.4	191.9	3369	very high noise
 111	 80000	67.6	204.5	3370	very high noise
 112	 80000	65.1	174.4	3381	very high noise
 113	 80000	67.2	186.6	3344	very high noise
 114	 80000	64.0	180.3	3359	very high noise
 115	 80000	67.1	210.7	3334	very high noise
 116	 80000	66.3	195.4	3358	very high noise
 117	 80000	65.7	181.0	3328	very high noise
 118	 80000	66.6	177.7	3340	very high noise
 119	 80000	65.2	180.4	3365	very high noise
 120	 80000	66.6	216.6	3360	very high noise
 121	 80000	65.8	193.7	3348	very high noise
 122	 80000	65.5	189.7	3378	very high noise
 123	 80000	65.1	202.2	3398	very high noise
 124	 80000	67.1	195.2	3376	very high noise
 125	 80000	65.5	194.4	3370	very high noise
 126	 80000	66.2	187.2	3351	very high noise
 127	 80000	66.1	180.7	3367	very high noise
 128	 80000	68.0	198.7	3373	very high noise
 129	 80000	68.8	195.3	3347	very high noise
 130	 80000	67.9	200.5	3314	very high noise
 131	 80000	68.1	184.1	3264	very high noise
 132	 80000	67.8	204.3	3321	very high noise
 133	 80000	67.8	199.3	3384	very high noise
 134	 80000	67.4	189.2	3271	very high noise
 135	 80000	66.7	204.9	3351	very high noise
 136	 80000	69.4	196.7	3284	very high noise
 137	 80000	66.8	197.9	3352	very high noise
