#chan	code	gain	vt50	innse	comment
   0	     0	79.0	145.5	1229	OK
   1	  4000	78.8	150.1	1260	high noise
   2	     0	72.2	140.2	1169	OK
   3	  4000	78.7	153.2	1258	high noise
   4	     0	76.4	143.4	1169	OK
   5	     0	75.3	146.2	1191	OK
   6	     0	75.8	143.6	1168	OK
   7	     0	74.7	144.3	1182	OK
   8	     0	75.9	144.5	1155	OK
   9	     0	75.0	144.0	1191	OK
  10	     0	76.6	147.5	1178	OK
  11	     0	74.0	143.0	1145	OK
  12	     0	74.6	145.3	1169	OK
  13	     0	75.1	144.9	1178	OK
  14	     0	74.7	145.3	1136	OK
  15	     0	74.0	143.0	1159	OK
  16	     0	74.6	142.9	1166	OK
  17	     0	73.4	143.8	1150	OK
  18	     0	77.9	148.9	1212	OK
  19	     0	76.7	144.6	1140	OK
  20	     0	74.7	144.6	1150	OK
  21	     0	76.4	146.9	1192	OK
  22	     0	73.9	141.1	1151	OK
  23	     0	74.7	141.5	1147	OK
  24	     0	76.3	146.8	1193	OK
  25	     0	73.2	141.0	1191	OK
  26	     0	75.3	143.4	1135	OK
  27	     0	76.2	143.6	1171	OK
  28	     0	74.6	141.6	1170	OK
  29	     0	77.4	145.8	1178	OK
  30	     0	73.5	141.2	1183	OK
  31	     0	74.7	144.4	1161	OK
  32	     0	77.3	148.5	1208	OK
  33	     0	75.5	143.4	1162	OK
  34	     0	76.2	146.5	1178	OK
  35	     0	74.6	145.0	1164	OK
  36	     0	74.3	141.2	1181	OK
  37	     0	75.4	145.9	1173	OK
  38	     0	75.0	141.6	1178	OK
  39	     0	75.2	142.5	1183	OK
  40	     0	77.1	147.9	1214	OK
  41	     0	73.9	143.0	1173	OK
  42	     0	77.1	147.0	1203	OK
  43	     0	76.2	146.7	1210	OK
  44	  4000	76.9	148.3	1247	high noise
  45	     0	76.7	147.6	1203	OK
  46	     0	75.7	147.0	1199	OK
  47	     0	77.0	146.0	1207	OK
  48	     0	75.1	142.2	1164	OK
  49	     0	74.4	142.4	1181	OK
  50	     0	73.1	140.0	1177	OK
  51	     0	75.0	144.3	1184	OK
  52	     0	74.9	144.9	1195	OK
  53	     0	75.4	145.5	1197	OK
  54	     0	77.5	146.8	1212	OK
  55	     0	76.3	142.9	1223	OK
  56	     0	74.6	143.6	1202	OK
  57	     0	76.7	144.6	1199	OK
  58	     0	72.6	138.7	1171	OK
  59	     0	74.2	140.6	1201	OK
  60	     0	75.0	141.6	1189	OK
  61	     0	75.3	143.1	1174	OK
  62	     0	75.9	143.5	1181	OK
  63	     0	76.7	145.7	1209	OK
